timestamp,x,y,theta,qw,qz
1769100595.1258216,0.0,0.0,2.1032295927454743e-05,0.9999999999447053,1.0516147963533541e-05
1769100595.3264341,0.0,0.0,3.123286785893497e-05,0.9999999998780635,1.5616433928832747e-05
1769100595.5271454,0.0,0.0,-3.6038804338924034e-06,0.9999999999983765,-1.8019402169452266e-06
1769100595.7279317,0.0,0.0,2.5103259389366286e-05,0.9999999999212283,1.255162969435357e-05
1769100595.9284723,0.0,0.0,1.5601757852631675e-05,0.9999999999695731,7.80087892623672e-06
1769100596.1292608,0.0,0.0,6.337114145038533e-06,0.9999999999949801,3.1685570725139645e-06
1769100596.3296137,0.0,0.0,2.027152368666218e-05,0.9999999999486332,1.0135761843157543e-05
1769100596.5302274,0.0,0.0,1.2394994631639786e-05,0.9999999999807955,6.19749731578022e-06
1769100596.730877,0.0,0.0,1.843491754700246e-05,0.9999999999575192,9.21745877337071e-06
1769100596.9315202,0.0,0.0,2.9787505406014916e-05,0.999999999889088,1.4893752702456825e-05
1769100597.1321518,0.0,0.0,2.11926810782084e-05,0.9999999999438588,1.0596340538905903e-05
1769100597.3328364,0.0,0.0,2.135376898514394e-05,0.999999999943002,1.0676884492369118e-05
1769100597.5334978,0.0,0.0,2.401480354547479e-05,0.9999999999279111,1.2007401772448863e-05
1769100597.734152,0.0,0.0,2.438814787180748e-05,0.9999999999256522,1.219407393560154e-05
1769100597.9347498,0.0,0.0,2.3581917104934916e-05,0.9999999999304866,1.1790958552194249e-05
1769100598.1354136,0.0,0.0,6.922279474643255e-06,0.9999999999940102,3.4611397373147175e-06
1769100598.3360097,0.0,0.0,2.4103315892479102e-05,0.9999999999273788,1.2051657945947816e-05
1769100598.536683,0.0,0.0,1.598284749223059e-05,0.9999999999680685,7.991423746030235e-06
1769100598.7373452,0.0,0.0,2.173688729875169e-05,0.9999999999409385,1.0868443649161877e-05
1769100598.9379296,0.0,0.0,4.116276545687217e-05,0.9999999997882033,2.0581382726983062e-05
1769100599.138612,0.0,0.0,4.183126783793253e-05,0.9999999997812681,2.0915633917441294e-05
