timestamp,x,y,theta,qw,qz
1769099703.9625347,0.0,0.0,0.0,1.0,0.0
1769099704.0125253,0.0,0.0,3.2256158805912645e-05,0.9999999998699425,1.612807940225713e-05
1769099704.0625045,0.0,0.0,2.504722691575815e-05,0.9999999999215795,1.2523613457551706e-05
1769099704.1125233,2.5310686491215816e-05,6.45146346296847e-10,2.548908921854143e-05,0.9999999999187883,1.2744544608925713e-05
1769099704.1625092,1.8786242093199457e-15,9.925179501205934e-11,6.825022419896617e-06,0.9999999999941774,3.4125112099416853e-06
1769099704.2125235,4.532889953531435e-15,1.4115374365533394e-10,-3.498001071028465e-06,0.9999999999984704,-1.7490005355133408e-06
1769099704.262516,2.5310686503191035e-05,1.4248788996100273e-10,5.367824326574363e-07,0.999999999999964,2.6839121632871485e-07
1769099704.312541,4.731756436324175e-15,-1.095121946146722e-11,1.6367175146867185e-05,0.9999999999665145,8.183587573342248e-06
1769099704.3625166,6.420308038715999e-15,-6.790349275349037e-11,2.5136467310272348e-05,0.9999999999210197,1.2568233654805294e-05
1769099704.412553,5.441590571857544e-15,-3.4892843526517574e-11,1.8199059431012618e-05,0.9999999999585992,9.099529715380735e-06
1769099704.4625223,5.23632548250924e-15,-2.796956475356393e-11,1.6209635647283947e-05,0.9999999999671559,8.104817823553242e-06
1769099704.512556,5.384224041389839e-15,-3.295795784319937e-11,1.8171492286392883e-05,0.9999999999587246,9.085746143071437e-06
1769099704.562514,5.347444341467251e-15,-3.171743459320056e-11,1.7503415715134444e-05,0.9999999999617039,8.751707857455503e-06
1769099704.612527,5.621713967120119e-15,-4.0968131257582636e-11,2.4327270539811947e-05,0.999999999926023,1.216363526960603e-05
1769099704.6625197,5.802099925104915e-15,-4.7052274829293e-11,3.047553264104336e-05,0.9999999998839052,1.5237766319932005e-05
1769099704.7125392,5.891806897759575e-15,-5.0077954361734513e-11,3.4664503176509863e-05,0.9999999998497965,1.7332251587387146e-05
1769099704.7625144,5.7470787320926095e-15,-4.5196493805573473e-11,2.5405085589468653e-05,0.9999999999193228,1.2702542794392723e-05
1769099704.812544,5.642252810257588e-15,-4.1660875148743665e-11,1.6216293469522902e-05,0.999999999967129,8.108146734672611e-06
1769099704.8625197,2.5310686503501385e-05,2.385964582431592e-10,1.1014977822506193e-05,0.9999999999848338,5.5074889112252535e-06
1769099704.9125373,9.325626073230717e-15,-1.4051031125627993e-10,2.5258172311073566e-05,0.9999999999202531,1.2629086155201074e-05
1769099704.9625268,9.188992971386811e-15,-1.3833275103822205e-10,2.4834528115808033e-05,0.9999999999229058,1.2417264057584917e-05
1769099705.0125442,9.507037820854864e-15,-1.4340152136117821e-10,2.6185676047387055e-05,0.9999999999142888,1.3092838023319459e-05
1769099705.0625248,9.84279964415425e-15,-1.4875265208493652e-10,2.8140085085706437e-05,0.999999999901017,1.4070042542388987e-05
1769099705.1125548,1.0123340793227975e-14,-1.532237153741905e-10,3.037752073231145e-05,0.9999999998846508,1.5188760365571719e-05
1769099705.1625223,1.0507271280356669e-14,-1.593425236570189e-10,3.4572951240761846e-05,0.9999999998505888,1.7286475619519995e-05
1769099705.212556,2.5310686496255014e-05,6.713562958392284e-10,3.274312959800417e-05,0.999999999865986,1.6371564798270744e-05
1769099705.2625256,1.0613360098546062e-14,-1.6354086700249597e-10,3.355026131227309e-05,0.9999999998592976,1.6775130655349778e-05
